category,lawName,ENG,KOR
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Jul. 24, 2015]",[본조신설 2015. 7. 24.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"(5) Deleted. <Jul. 24, 2015>",⑤ 삭제 <2015. 7. 24.>
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Jul. 24, 2015]",[본조신설 2015. 7. 24.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"(1) Deleted. <Jul. 24, 2015>",① 삭제 <2015. 7. 24.>
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 23, 2021]",[본조신설 2021. 3. 23.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 23, 2021]",[본조신설 2021. 3. 23.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 23, 2021]",[본조신설 2021. 3. 23.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 23, 2021]",[본조신설 2021. 3. 23.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Jun. 9, 2009]",[본조신설 2009. 6. 9.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Jul. 24, 2015]",[본조신설 2015. 7. 24.]
육운·항공·관광,도시교통정비 촉진법,"(2) Deleted. <May. 22, 2013>",② 삭제 <2013. 5. 22.>
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 23, 2021]",[본조신설 2021. 3. 23.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 23, 2021]",[본조신설 2021. 3. 23.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"2. Deleted; <Jul. 24, 2015>",2. 삭제 <2015. 7. 24.>
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"1. Deleted; <Jul. 24, 2015>",1. 삭제 <2015. 7. 24.>
육운·항공·관광,도시교통정비 촉진법,"[This Article Newly Inserted on Mar. 28, 2008]",[본조신설 2008. 3. 28.]
육운·항공·관광,도시교통정비 촉진법,"(6) Deleted. <May 22, 2013>",⑥ 삭제 <2013. 5. 22.>
육운·항공·관광,도시교통정비 촉진법,"(7) Deleted. <May 22, 2013>",⑦ 삭제 <2013. 5. 22.>
육운·항공·관광,도시교통정비 촉진법,(2) Omitted.,② 생략
육운·항공·관광,도시철도법,"[This Article Newly Inserted on Jan. 12, 2021]",[본조신설 2021. 1. 12.]
육운·항공·관광,도시철도법,"[This Article Newly Inserted on Dec. 2, 2016]",[본조신설 2016. 12. 2.]
육운·항공·관광,도시철도법,"[This Article Newly Inserted on May 21, 2014]",[본조신설 2014. 5. 21.]
육운·항공·관광,도시철도법,"[This Article Newly Inserted on Jan. 12, 2021]",[본조신설 2021. 1. 12.]
육운·항공·관광,도시철도법,"[This Article Newly Inserted on Jan. 12, 2021]",[본조신설 2021. 1. 12.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"(1) Deleted. <Feb. 4, 2010>",① 삭제 <2010. 2. 4.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Jan. 28, 2014]",[본조신설 2014. 1. 28.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"1. Deleted; <Jun. 22, 2015>",1. 삭제 <2015. 6. 22.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"2. Deleted; <Jun. 22, 2015>",2. 삭제 <2015. 6. 22.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"3. Deleted. <Jun. 22, 2015>",3. 삭제 <2015. 6. 22.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"3. Deleted; <Apr. 15, 2010>",3. 삭제 <2010. 4. 15.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Aug. 4, 2011]",[본조신설 2011. 8. 4.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Mar. 21, 2017]",[본조신설 2017. 3. 21.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Apr. 7, 2020]",[본조신설 2020. 4. 7.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Apr. 7, 2020]",[본조신설 2020. 4. 7.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Apr. 7, 2020]",[본조신설 2020. 4. 7.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Aug. 4, 2011]",[본조신설 2011. 8. 4.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Dec. 29, 2015]",[본조신설 2015. 12. 29.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Dec. 29, 2015]",[본조신설 2015. 12. 29.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Dec. 29, 2015]",[본조신설 2015. 12. 29.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Dec. 29, 2015]",[본조신설 2015. 12. 29.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Feb. 4, 2010]",[본조신설 2010. 2. 4.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Jun. 22, 2015]",[본조신설 2015. 6. 22.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"5. Deleted; <Apr. 15, 2010>",5. 삭제 <2010. 4. 15.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Feb. 4, 2010]",[본조신설 2010. 2. 4.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Feb. 4, 2010]",[본조신설 2010. 2. 4.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Feb. 4, 2010]",[본조신설 2010. 2. 4.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Feb. 4, 2010]",[본조신설 2010. 2. 4.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"(1) Deleted. <Feb. 4, 2010>",① 삭제 <2010. 2. 4.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Jun. 5, 2008]",[본조신설 2008. 6. 5.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Dec. 29, 2015]",[본조신설 2015. 12. 29.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"2. Deleted; <Jan. 28, 2014>",2. 삭제 <2014. 1. 28.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"3. Deleted; <Aug. 4, 2011>",3. 삭제 <2011. 8. 4.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"4. Deleted; <Jun. 22, 2015>",4. 삭제 <2015. 6. 22.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,"5. Deleted. <Jun. 22, 2015>",5. 삭제 <2015. 6. 22.>
육운·항공·관광,물류시설의 개발 및 운영에 관한 법률,(2) Omitted.,② 생략
육운·항공·관광,물류정책기본법,"9. Deleted; <Jun. 1, 2012>",9. 삭제 <2012. 6. 1.>
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Mar. 21, 2017]",[본조신설 2017. 3. 21.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Mar. 21, 2017]",[본조신설 2017. 3. 21.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Mar. 21, 2017]",[본조신설 2017. 3. 21.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Jun. 1, 2012]",[본조신설 2012. 6. 1.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Jun. 1, 2012]",[본조신설 2012. 6. 1.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Jun. 1, 2012]",[본조신설 2012. 6. 1.]
육운·항공·관광,물류정책기본법,"(3) Deleted. <Sep. 18, 2018>",③ 삭제 <2018. 9. 18.>
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Sep. 18, 2018]",[본조신설 2018. 9. 18.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Sep. 18, 2018]",[본조신설 2018. 9. 18.]
육운·항공·관광,물류정책기본법,1. Public institutions;,1. 공공기관
육운·항공·관광,물류정책기본법,"3. Deleted. <Jun. 22, 2015>",3. 삭제 <2015. 6. 22.>
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Jun. 1, 2012]",[본조신설 2012. 6. 1.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Aug. 6, 2013]",[본조신설 2013. 8. 6.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Aug. 6, 2013]",[본조신설 2013. 8. 6.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Aug. 6, 2013]",[본조신설 2013. 8. 6.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Aug. 6, 2013]",[본조신설 2013. 8. 6.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Jun. 22, 2015]",[본조신설 2015. 6. 22.]
육운·항공·관광,물류정책기본법,1. Public institutions;,1. 공공기관
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Jun. 22, 2015]",[본조신설 2015. 6. 22.]
육운·항공·관광,물류정책기본법,"[This Article Newly Inserted on Jun. 10, 2022]",[본조신설 2022. 6. 10.]
육운·항공·관광,물류정책기본법,"6. Deleted; <Jun. 22, 2015>",6. 삭제 <2015. 6. 22.>
육운·항공·관광,물류정책기본법,"(5) Deleted. <Jun. 22, 2015>",⑤ 삭제 <2015. 6. 22.>
육운·항공·관광,물류정책기본법,"(3) Deleted. <Feb. 6, 2009>",③ 삭제 <2009. 2. 6.>
육운·항공·관광,물류정책기본법,"(4) Deleted. <Feb. 6, 2009>",④ 삭제 <2009. 2. 6.>
육운·항공·관광,물류정책기본법,"(5) Deleted. <Feb. 6, 2009>",⑤ 삭제 <2009. 2. 6.>
육운·항공·관광,물류정책기본법,(2) Omitted.,② 생략
육운·항공·관광,물류정책기본법 시행령,"(3) Deleted. <by Presidential Decree No. 26844, Dec. 31, 2015>",③ 삭제 <2015. 12. 31.>
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 26844, Dec. 31, 2015]",[본조신설 2015. 12. 31.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 28712, Mar. 20, 2018]",[본조신설 2018. 3. 20.]
육운·항공·관광,물류정책기본법 시행령,5. The Commercial Act;,5. 「상법」
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 24213, Nov. 30, 2012]",[본조신설 2012. 11. 30.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 24213, Nov. 30, 2012]",[본조신설 2012. 11. 30.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 29616, Mar. 12, 2019]",[본조신설 2019. 3. 12.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 24213, Nov. 30, 2012]",[본조신설 2012. 11. 30.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 26752, Dec. 22, 2015]",[본조신설 2015. 12. 22.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 25146, Feb. 5, 2014]",[본조신설 2014. 2. 5.]
육운·항공·관광,물류정책기본법 시행령,1. Articles of association;,1. 정관
육운·항공·관광,물류정책기본법 시행령,1. Purpose;,1. 목적
육운·항공·관광,물류정책기본법 시행령,2. Name;,2. 명칭
육운·항공·관광,물류정책기본법 시행령,"1. Deleted; <by Presidential Decree No. 25146, Feb. 5, 2014>",1. 삭제 <2014. 2. 5.>
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 29361, Dec. 11, 2018]",[본조신설 2018. 12. 11.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 29361, Dec. 11, 2018]",[본조신설 2018. 12. 11.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 29361, Dec. 11, 2018]",[본조신설 2018. 12. 11.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 29361, Dec. 11, 2018]",[본조신설 2018. 12. 11.]
육운·항공·관광,물류정책기본법 시행령,"[This Article Newly Inserted by Presidential Decree No. 25146, Feb. 5, 2014]",[본조신설 2014. 2. 5.]
육운·항공·관광,물류정책기본법 시행령,"4. Deleted; <by Presidential Decree No. 25146, Feb. 5, 2014>",4. 삭제 <2014. 2. 5.>
육운·항공·관광,물류정책기본법 시행령,"(2) Deleted. <by Presidential Decree No. 29212, Oct. 2, 2018>",② 삭제 <2018. 10. 2.>
육운·항공·관광,여객자동차 운수사업법,"8. Deleted; <Apr. 7, 2020>",8. 삭제 <2020. 4. 7.>
육운·항공·관광,여객자동차 운수사업법,"9. Deleted. <Apr. 7, 2020>",9. 삭제 <2020. 4. 7.>
육운·항공·관광,여객자동차 운수사업법,"[This Article Newly Inserted on Jan. 19, 2016]",[본조신설 2016. 1. 19.]
육운·항공·관광,여객자동차 운수사업법,"[This Article Newly Inserted on Jan. 19, 2016]",[본조신설 2016. 1. 19.]
육운·항공·관광,여객자동차 운수사업법,"[This Article Newly Inserted on Jan. 19, 2016]",[본조신설 2016. 1. 19.]
육운·항공·관광,여객자동차 운수사업법,"[This Article Newly Inserted on Jan. 28, 2014]",[본조신설 2014. 1. 28.]
육운·항공·관광,여객자동차 운수사업법,1. Any incompetent under adult guardianship;,1. 피성년후견인
육운·항공·관광,여객자동차 운수사업법,"[This Article Newly Inserted on Dec. 26, 2017]",[본조신설 2017. 12. 26.]
육운·항공·관광,여객자동차 운수사업법,"(3) Deleted. <Apr. 7, 2020>",③ 삭제 <2020. 4. 7.>
육운·항공·관광,여객자동차 운수사업법,"(4) Deleted. <Apr. 7, 2020>",④ 삭제 <2020. 4. 7.>
